db,cets,name
69,FB.INC.LEGL.DF.MF,147_Is the term of microfinance explicitly defined in law or regulation?_#VGGA_00
69,FB.INC.LEGL.DF.MS,149_Is the term of microsavings explicitly defined in law or regulation?_#VGGA_02
69,FB.INC.NSTR.FC.DV,018_Is a national financial capability/literacy/education strategy (NFCS/NFLS/NFES) under development?_#VGAG_01
69,FB.INC.NSTR.FC.LN,017_Has a national financial capability/literacy/education strategy (NFCS/NFLS/NFES) already been launched?_#VGAG_00
69,FB.INC.NSTR.FI.DV,009_Is a national financial inclusion strategy (NFIS) under development?_#VGAC_01
69,FB.INC.NSTR.FI.LN,008_Has a national financial inclusion strategy (NFIS) already been launched?_#VGAC_00
69,FB.INC.NSTR.GF.FI.DV,012_Is a general financial sector development strategy with a financial inclusion component (GFSDS/FI) under development?_#VGAD_01
69,FB.INC.NSTR.GF.FI.LN,011_Has a general financial sector development strategy with a financial inclusion component (GFSDS/FI) already been launched?_#VGAD_00
69,FB.INC.NSTR.MF.DV,016_Is a national microfinance strategy (NMS) under development?_#VGAF_01
69,FB.INC.NSTR.MF.LN,015_Has a national microfinance strategy (NMS) already been launched?_#VGAF_00
69,FB.INC.NSTR.ND.FI.DV,014_Is a national development strategy with a financial inclusion component (NDS/FI) under development?_#VGAE_01
69,FB.INC.NSTR.ND.FI.LN,013_Has a national development strategy with a financial inclusion component (NDS/FI) already been launched?_#VGAE_00
69,FB.INC.POLI.FI.DT.BP,022_Are deposit-taking institutions required to offer basic financial products to promote financial inclusion?_#VGBA_03
69,FB.INC.POLI.FI.GT.FA,023_Are recipients of government transfers encouraged or mandated to open an account to receive their funds?_#VGBA_04
69,FB.INC.POLI.FI.PL,020_Are priority lending policies in place to promote financial inclusion?_#VGBA_01
69,FB.INC.POLI.FI.RE,"019_Are requirements, exceptions, tax incentives, or subsidies policies in place to promote financial inclusion?_#VGBA_00"
69,FB.INC.POLI.FI.TI,021_Are tax incentive savings schemes in place to promote financial inclusion?_#VGBA_02
69,FB.INC.SURV.AF.FR,025_Has a survey of firms including questions on financial inclusion or access to finance been conducted in the last 3 years?_#VGCA_01
69,FB.INC.SURV.AF.HH,024_Has a survey of households or individuals including questions on financial inclusion or access to finance been conducted in the last 3 years?_#VGCA_00
70,EF.EFM.PROD.XD,Economic Fitness Metric
70,EF.EFM.UNIV.XD,Universal Economic Fitness Metric
71,100000,100000:GROSS DOMESTIC PRODUCT
71,110000,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS
71,110100,110100:FOOD AND NON-ALCOHOLIC BEVERAGES
71,110110,110110:FOOD
71,110111,110111:Bread and cereals (Class)
71,110112,110112:Meat (Class)
71,110113,110113:Fish and seafood (Class)
71,110114,"110114:Milk, cheese and eggs (Class)"
71,110115,110115:Oils and fats (Class)
71,110116,110116:Fruit (Class)
71,110117,110117:Vegetables (Class)
71,110118,"110118:Sugar, jam, honey, chocolate and confectionery (Class)"
71,110119,110119:Food products nec (Class)
71,110120,110120:NON-ALCOHOLIC BEVERAGES
71,110200,"110200:ALCOHOL BEVERAGES, TOBACCO AND NARCOTICS"
71,110210,110210:ALCOHOL BEVERAGES
71,110220,110220:TOBACCO
71,110300,110300:CLOTHING AND FOOTWEAR
71,110400,"110400:HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS"
71,110500,"110500:FURNISHING, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE"
71,110600,110600:HEALTH - HHC (Category)
71,110700,110700:TRANSPORT
71,110710,110710:PURCHASE OF VEHICLES
71,110730,110730:TRANSPORT SERVICES
71,110800,110800:COMMUNICATION
71,111100,111100:RESTAURANTS AND HOTELS
71,111300,111300:BALANCE OF EXPENDITURES OF RESIDENTS ABROAD AND EXPENDITURES OF NON-RESIDENTS IN THE ECONOMIC TERRITORY
71,130000,130000:INDIVIDUAL CONSUMPTION EXPENDITURE BY GOVERNMENT
71,140000,140000:COLLECTIVE CONSUMPTION EXPENDITURE BY GOVERNMENT
71,150000,150000:GROSS FIXED CAPITAL FORMATION
71,150100,150100:MACHINERY AND EQUIPMENT
71,150200,150200:CONSTRUCTION
71,150300,150300:OTHER PRODUCTS
71,160100,160100:CHANGES IN INVENTORIES
71,160200,160200:ACQUISITIONS LESS DISPOSALS OF VALUABLES
71,170000,170000:BALANCE OF EXPORTS AND IMPORTS
71,9020000,9020000:ACTUAL INDIVIDUAL CONSUMPTION (Analytical Category)
71,9060000,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
71,9080000,9080000:HEALTH (Analytical Category)
71,9110000,9110000:ACTUAL RECREATION AND CULTURE
71,9120000,9120000:EDUCATION (Analytical Category)
71,9140000,9140000:ACTUAL MISCELLANEOUS GOODS AND SERVICES
71,9250000,9250000:DOMESTIC ABSORPTION
71,9260000,9260000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS WITHOUT HOUSING
71,SP.EXCHG.RATE.ICP,SP.EXCHG.RATE.ICP:Exchange Rate Value
71,SP.POP.TOTL.ICP,SP.POP.TOTL.ICP:Population
71,SP.POP.TOTL.ICP.ZS,SP.POP.TOTL.ICP.ZS:Population shares (World=100)
73,FB.CAP.INST.ST.MS.WB,"661_Does government, industry, or NGOs participate in the multi-stakeholder structure to promote and coordinate financial education?_#VHQC_00"
73,FB.CAP.POLI.GL.WP,"670_Has the government issued written guidelines directed to all, some, or none of the providers of financial education on content and/or methodology?_#VHUA_00"
73,FB.CAP.POLI.RE.WP,"673_Does the government explicitly require all, some, or none of the financial service providers to offer financial education?_#VHUB_00"
73,FB.CAP.POLI.RG.DC.WP,"665_Does the government regularly collect data from all, some, or none of the known providers of financial education on the reach of their programs?_#VHSA_00"
73,FB.FCP.INST.ES.WH.EN,314_When was the financial consumer protection (FCP) unit in this country established?_#VGUF_00
73,FB.FCP.INST.NS.HW.MY,319_How many staff work in the financial consumer protection (FCP) unit in this country?_#VGUG_00
73,FB.FCP.INST.ST.RS.WT,305_What type of institutional structure for financial consumer protection (FCP) regulation and supervision is implemented in this country?_#VGUC_00
73,FB.INC.EMNY.SP.IF.WH,223_What fraction of customers' e-money funds is required to be separated from e-money issuer's funds and kept at how many prudentially regulated financial institutions?_#VGLA_00
73,FB.INC.INST.CB.AU.WR,"195_For commercial banks, is authorization of new or modified financial products explicitly required?_#VGJA_00"
73,FB.INC.INST.CB.LN.WL,"171_For commercial banks, is all, some, or no lending subject to interest rate caps or pricing limits?_#VGIA_00"
73,FB.INC.INST.FC.AU.WR,"203_For financial cooperatives, is authorization of new or modified financial products explicitly required?_#VGJA_02"
73,FB.INC.INST.FC.LN.WL,"179_For financial cooperatives, is all, some, or no lending subject to interest rate caps or pricing limits?_#VGIA_02"
73,FB.INC.INST.MC.AU.WR,"211_For microcredit institutions (MCIs), is authorization of new or modified financial products explicitly required?_#VGJA_04"
73,FB.INC.INST.MC.LN.WL,"187_For microcredit institutions (MCIs), is all, some, or no lending subject to interest rate caps or pricing limits?_#VGIA_04"
73,FB.INC.INST.NB.AU.WR,"215_For non-bank e-money issuers (NBEIs), is authorization of new or modified financial products explicitly required?_#VGJA_05"
73,FB.INC.INST.OB.AU.WR,"199_For other banks, is authorization of new or modified financial products explicitly required?_#VGJA_01"
73,FB.INC.INST.OB.LN.WL,"175_For other banks, is all, some, or no lending subject to interest rate caps or pricing limits?_#VGIA_01"
73,FB.INC.INST.OD.AU.WR,"207_For other deposit taking institutions (ODTIs), is authorization of new or modified financial products explicitly required?_#VGJA_03"
73,FB.INC.INST.OD.LN.WL,"183_For other deposit taking institutions (ODTIs), is all, some, or no lending subject to interest rate caps or pricing limits?_#VGIA_03"
75,AG.LND.AGRI.ZS,Agricultural land (% of land area)
75,AG.LND.FRST.ZS,Forest area (% of land area)
75,AG.PRD.FOOD.XD,Food production index (2004-2006 = 100)
75,CC.EST,Control of Corruption: Estimate
75,EG.CFT.ACCS.ZS,Access to clean fuels and technologies for cooking (% of population)
75,EG.EGY.PRIM.PP.KD,Energy intensity level of primary energy (MJ/$2011 PPP GDP)
75,EG.ELC.ACCS.ZS,Access to electricity (% of population)
75,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total)
75,EG.ELC.RNEW.ZS,Renewable electricity output (% of total electricity output)
75,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption)
75,EG.IMP.CONS.ZS,"Energy imports, net (% of energy use)"
75,EG.USE.COMM.FO.ZS,Fossil fuel energy consumption (% of total)
75,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita)
75,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita)
75,EN.ATM.METH.PC,Methane emissions (metric tons of CO2 equivalent per capita)
75,EN.ATM.NOXE.PC,Nitrous oxide emissions (metric tons of CO2 equivalent per capita)
75,EN.ATM.PM25.MC.M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"
75,EN.CLC.CDDY.XD,Cooling Degree Days (projected change in number of degree Celsius)
75,EN.CLC.GHGR.MT.CE,GHG net emissions/removals by LUCF (Mt of CO2 equivalent)
75,EN.CLC.HEAT.XD,Heat Index 35 (projected change in days)
75,EN.CLC.MDAT.ZS,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)"
75,EN.CLC.PRCP.XD,"Maximum 5-day Rainfall, 25-year Return Level (projected change in mm)"
75,EN.CLC.SPEI.XD,"Mean Drought Index (projected change, unitless)"
75,EN.MAM.THRD.NO,"Mammal species, threatened"
75,EN.POP.DNST,Population density (people per sq. km of land area)
75,ER.H2O.FWTL.ZS,"Annual freshwater withdrawals, total (% of internal resources)"
75,ER.PTD.TOTL.ZS,Terrestrial and marine protected areas (% of total territorial area)
75,GB.XPD.RSDV.GD.ZS,Research and development expenditure (% of GDP)
75,GE.EST,Government Effectiveness: Estimate
75,IC.BUS.EASE.XQ,Ease of doing business index (1=most business-friendly regulations)
75,IC.LGL.CRED.XQ,Strength of legal rights index (0=weak to 12=strong)
75,IP.JRN.ARTC.SC,Scientific and technical journal articles
75,IP.PAT.RESD,"Patent applications, residents"
75,IT.NET.USER.ZS,Individuals using the Internet (% of population)
75,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)"
75,NY.ADJ.DFOR.GN.ZS,Adjusted savings: net forest depletion (% of GNI)
75,NY.ADJ.DRES.GN.ZS,Adjusted savings: natural resources depletion (% of GNI)
75,NY.GDP.MKTP.KD.ZG,GDP growth (annual %)
75,PV.EST,Political Stability and Absence of Violence/Terrorism: Estimate
75,RL.EST,Rule of Law: Estimate
75,RQ.EST,Regulatory Quality: Estimate
75,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)"
75,SE.ENR.PRSC.FM.ZS,"School enrollment, primary and secondary (gross), gender parity index (GPI)"
75,SE.PRM.ENRR,"School enrollment, primary (% gross)"
75,SE.XPD.TOTL.GB.ZS,"Government expenditure on education, total (% of government expenditure)"
75,SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%)
75,SH.DTH.COMM.ZS,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)"
75,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)"
75,SH.H2O.SMDW.ZS,People using safely managed drinking water services (% of population)
75,SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)"
75,SH.STA.OWAD.ZS,Prevalence of overweight (% of adults)
75,SH.STA.SMSS.ZS,People using safely managed sanitation services (% of population)
75,SI.DST.FRST.20,Income share held by lowest 20%
75,SI.POV.GINI,Gini index (World Bank estimate)
75,SI.POV.NAHC,Poverty headcount ratio at national poverty lines (% of population)
75,SI.SPR.PCAP.ZG,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)"
75,SL.TLF.0714.ZS,"Children in employment, total (% of children ages 7-14)"
75,SL.TLF.ACTI.ZS,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)"
75,SL.TLF.CACT.FM.ZS,Ratio of female to male labor force participation rate (%) (modeled ILO estimate)
75,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)"
75,SM.POP.NETM,Net migration
75,SN.ITK.DEFC.ZS,Prevalence of undernourishment (% of population)
75,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)"
75,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)"
75,SP.POP.65UP.TO.ZS,Population ages 65 and above (% of total population)
75,SP.UWT.TFRT,Unmet need for contraception (% of married women ages 15-49)
75,VA.EST,Voice and Accountability: Estimate
76,SI.RMT.COST.OB.ZS,Average transaction cost of sending remittances from a specific country (%)
77,SI.RMT.COST.IB.ZS,Average transaction cost of sending remittances to a specific country (%)
78,1000000,1000000:GROSS DOMESTIC PRODUCT
78,1101000,1101000:FOOD AND NON-ALCOHOLIC BEVERAGES
78,1101100,1101100:FOOD
78,1101110,1101110:Bread and cereals
78,1101120,1101120:Meat
78,1101130,1101130:Fish and seafood
78,1101140,"1101140:Milk, cheese and eggs"
78,1101150,1101150:Oils and fats
78,1101160,1101160:Fruit
78,1101170,1101170:Vegetables
78,1101180,"1101180:Sugar, jam, honey, chocolate and confectionery"
78,1101190,1101190:Food products n.e.c. (Class)
78,1101200,1101200:NON-ALCOHOLIC BEVERAGES
78,1102000,"1102000:ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS"
78,1102100,1102100:ALCOHOLIC BEVERAGES
78,1102200,1102200:TOBACCO
78,1103000,1103000:CLOTHING AND FOOTWEAR
78,1105000,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE"
78,1107000,1107000:TRANSPORT
78,1107100,1107100:PURCHASE OF VEHICLES
78,1107300,1107300:TRANSPORT SERVICES
78,1108000,1108000:COMMUNICATION
78,1111000,1111000:RESTAURANTS AND HOTELS
78,1113000,1113000:NET PURCHASES ABROAD
78,1300000,1300000:INDIVIDUAL CONSUMPTION EXPENDITURE BY GOVERNMENT
78,1400000,1400000:COLLECTIVE CONSUMPTION EXPENDITURE BY GOVERNMENT
78,1500000,1500000:GROSS CAPITAL FORMATION
78,1501000,1501000:GROSS FIXED CAPITAL FORMATION
78,1501100,1501100:MACHINERY AND EQUIPMENT
78,1501200,1501200:CONSTRUCTION
78,1501300,1501300:OTHER PRODUCTS
78,1502000,1502000:CHANGES IN INVENTORIES
78,1503000,1503000:ACQUISITIONS LESS DISPOSALS OF VALUABLES (Category)
78,1600000,1600000:BALANCE OF EXPORTS AND IMPORTS
78,9020000,9020000:ACTUAL INDIVIDUAL CONSUMPTION
78,9060000,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
78,9080000,9080000:ACTUAL HEALTH
78,9100000,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE
78,9110000,9110000:ACTUAL RECREATION AND CULTURE
78,9120000,9120000:ACTUAL EDUCATION
78,9140000,9140000:ACTUAL MISCELLANEOUS GOODS AND SERVICES
78,9250000,9250000:DOMESTIC ABSORPTION
78,9260000,9260000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS WITHOUT HOUSING
78,9270000,9270000:GENERAL GOVERNMENT FINAL CONSUMPTION EXPENDITURE
78,SP.EXCHG.RATE.ICP,SP.EXCHG.RATE.ICP:Exchange Rate Value
78,SP.POP.TOTL.ICP,SP.POP.TOTL.ICP:Population
78,SP.POP.TOTL.ICP.ZS,SP.POP.TOTL.ICP.ZS:Population shares (World=100)
79,GRPFM-1,Gender impact analysis of budget policy proposals
79,GRPFM-1.1,(i) Gender impact analysis of expenditure policy proposals
79,GRPFM-1.2,Gender impact analysis of revenue policy proposals
79,GRPFM-2,Gender responsive public investment management
79,GRPFM-2.1,(i) Gender responsive public investment management
79,GRPFM-3,Gender responsive budget circular
79,GRPFM-3.1,(i) Gender responsive budget circular
79,GRPFM-4,Gender responsive budget proposal documentation
79,GRPFM-4.1,(i) Gender responsive budget proposal documentation
79,GRPFM-5,Sex-disaggregated performance information
79,GRPFM-5.1,(i) Sex-disaggregated performance plans for service delivery
79,GRPFM-5.2,(ii) Sex-disaggregated performance achieved for service delivery
79,GRPFM-6,Tracking budget expenditure for gender equality
79,GRPFM-6.1,(i) Tracking budget expenditure for gender equality
79,GRPFM-7,Gender responsive reporting
79,GRPFM-7.1,(i) Gender responsive reporting
79,GRPFM-8,Evaluation of gender impacts of service delivery
79,GRPFM-8.1,(i) Evaluation of gender impacts of service delivery
79,GRPFM-9,Legislative scrutiny of gender impacts of the budget
79,GRPFM-9.1,(i) Gender responsive legislative scrutiny of budgets
79,GRPFM-9.2,(ii) Gender responsive legislative scrutiny of audit reports
80,gtap10VACapital,Value-added from Capital in GTAP10P3COD
80,gtap10VALabor,Value-added from labor in GTAP10P3COD (in USD 2014 million)
80,p_F_nsk,"Share of female unskilled worker out of all workers in this sector, %"
80,p_F_skl,"Share of female skilled worker out of all workers in this sector, %"
80,p_M_nsk,"Share of male unskilled worker out of all workers in this sector, %"
80,p_M_skl,"Share of male skilled worker out of all workers in this sector, %"
80,v_F_nsk,Labor volume for unskilled females (millions)
80,v_F_skl,Labor volume for skilled females (millions)
80,v_M_nsk,Labor volume for unskilled male (millions)
80,v_M_skl,Labor volume for skilled males (millions)
80,w_F_nsk,Annual wage for unskilled female workers (US$ Dollars)
80,w_F_skl,Annual wage for skilled female workers (US$ Dollars)
80,w_M_nsk,Annual wage for unskilled male workers (US$ Dollars)
80,w_M_skl,Annual wage for skilled male workers (US$ Dollars)
80,wpremia_F,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage)
80,wpremia_M,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage)
81,BM.GSR.TOTL.CD,"Imports of goods, services and primary income (current US$)"
81,BN.CAB.XOKA.CD,Current account balance (current US$)
81,BX.GRT.EXTA.CD.DT,"Grants, excluding technical cooperation (current US$)"
81,BX.GRT.TECH.CD.DT,Technical cooperation grants (current US$)
81,BX.GSR.TOTL.CD,"Exports of goods, services and primary income (current US$)"
81,BX.KLT.DINV.CD.DT,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
81,BX.KLT.DREM.CD.DT,Primary income on FDI (current US$)
81,BX.PEF.TOTL.CD.DT,"Portfolio investment, equity (DRS, current US$)"
81,BX.TRF.PWKR.CD.DT,"Personal transfers and compensation of employees, received (current US$)"
81,DT.AMT.BLAT.CD,"PPG, bilateral (AMT, current US$)"
81,DT.AMT.BLAT.GG.CD,"GG, bilateral (AMT, current US$)"
81,DT.AMT.BLAT.OPS.CD,"OPS, bilateral (AMT, current US$)"
81,DT.AMT.BLAT.PRVG.CD,"PRVG, bilateral (AMT, current US$)"
81,DT.AMT.BLAT.PS.CD,"PS, bilateral (AMT, current US$)"
81,DT.AMT.BLTC.CD,"PPG, bilateral concessional (AMT, current US$)"
81,DT.AMT.BLTC.GG.CD,"GG, bilateral concessional (AMT, current US$)"
81,DT.AMT.BLTC.OPS.CD,"OPS, bilateral concessional (AMT, current US$)"
81,DT.AMT.BLTC.PRVG.CD,"PRVG, bilateral concessional (AMT, current US$)"
81,DT.AMT.BLTC.PS.CD,"PS, bilateral concessional (AMT, current US$)"
81,DT.AMT.DEGG.CD,"Principal repayments on external debt, general government sector (PPG) (AMT, current US$)"
81,DT.AMT.DEPS.CD,"Principal repayments on external debt, public sector (PPG) (AMT, current US$)"
81,DT.AMT.DIMF.CD,"IMF repurchases (AMT, current US$)"
81,DT.AMT.DLTF.CD,"Principal repayments on external debt, long-term + IMF (AMT, current US$)"
81,DT.AMT.DLXF.CD,"Principal repayments on external debt, long-term (AMT, current US$)"
81,DT.AMT.DOPS.CD,"Principal repayments on external debt, other public sector (PPG) (AMT, current US$)"
81,DT.AMT.DPNG.CD,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)"
81,DT.AMT.DPPG.CD,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)"
81,DT.AMT.MIBR.CD,"PPG, IBRD (AMT, current US$)"
81,DT.AMT.MIDA.CD,"PPG, IDA (AMT, current US$)"
81,DT.AMT.MLAT.CD,"PPG, multilateral (AMT, current US$)"
81,DT.AMT.MLAT.GG.CD,"GG, multilateral (AMT, current US$)"
81,DT.AMT.MLAT.OPS.CD,"OPS, multilateral (AMT, current US$)"
81,DT.AMT.MLAT.PRVG.CD,"PRVG, multilateral (AMT, current US$)"
81,DT.AMT.MLAT.PS.CD,"PS, multilateral (AMT, current US$)"
81,DT.AMT.MLTC.CD,"PPG, multilateral concessional (AMT, current US$)"
81,DT.AMT.MLTC.GG.CD,"GG, multilateral concessional (AMT, current US$)"
81,DT.AMT.MLTC.OPS.CD,"OPS, multilateral concessional (AMT, current US$)"
81,DT.AMT.MLTC.PRVG.CD,"PRVG, multilateral concessional (AMT, current US$)"
81,DT.AMT.MLTC.PS.CD,"PS, multilateral concessional (AMT, current US$)"
81,DT.AMT.OFFT.CD,"PPG, official creditors (AMT, current US$)"
81,DT.AMT.OFFT.GG.CD,"GG, official creditors (AMT, current US$)"
81,DT.AMT.OFFT.OPS.CD,"OPS, official creditors (AMT, current US$)"
81,DT.AMT.OFFT.PRVG.CD,"PRVG, official creditors (AMT, current US$)"
81,DT.AMT.OFFT.PS.CD,"PS, official creditors (AMT, current US$)"
81,DT.AMT.PBND.CD,"PPG, bonds (AMT, current US$)"
81,DT.AMT.PBND.GG.CD,"GG, bonds (AMT, current US$)"
81,DT.AMT.PBND.OPS.CD,"OPS, bonds (AMT, current US$)"
81,DT.AMT.PBND.PRVG.CD,"PRVG, bonds (AMT, current US$)"
81,DT.AMT.PBND.PS.CD,"PS, bonds (AMT, current US$)"
81,DT.AMT.PCBK.CD,"PPG, commercial banks (AMT, current US$)"
81,DT.AMT.PCBK.GG.CD,"GG, commercial banks (AMT, current US$)"
81,DT.AMT.PCBK.OPS.CD,"OPS, commercial banks (AMT, current US$)"
81,DT.AMT.PCBK.PRVG.CD,"PRVG, commercial banks (AMT, current US$)"
81,DT.AMT.PCBK.PS.CD,"PS, commercial banks (AMT, current US$)"
81,DT.AMT.PNGB.CD,"PNG, bonds (AMT, current US$)"
81,DT.AMT.PNGC.CD,"PNG, commercial banks and other creditors (AMT, current US$)"
81,DT.AMT.PROP.CD,"PPG, other private creditors (AMT, current US$)"
81,DT.AMT.PROP.GG.CD,"GG, other private creditors (AMT, current US$)"
81,DT.AMT.PROP.OPS.CD,"OPS, other private creditors (AMT, current US$)"
81,DT.AMT.PROP.PRVG.CD,"PRVG, other private creditors (AMT, current US$)"
81,DT.AMT.PROP.PS.CD,"PS, other private creditors (AMT, current US$)"
81,DT.AMT.PRPG.CD,"Principal repayments on external debt, private guaranteed by public sector (PPG) (AMT, current US$)"
81,DT.AMT.PRVT.CD,"PPG, private creditors (AMT, current US$)"
81,DT.AMT.PRVT.GG.CD,"GG, private creditors (AMT, current US$)"
81,DT.AMT.PRVT.OPS.CD,"OPS, private creditors (AMT, current US$)"
81,DT.AMT.PRVT.PRVG.CD,"PRVG, private creditors (AMT, current US$)"
81,DT.AMT.PRVT.PS.CD,"PS, private creditors (AMT, current US$)"
81,DT.AXA.DLXF.CD,"Principal arrears, long-term DOD"
81,DT.AXA.OFFT.CD,"Principal arrears, official creditors (current US$)"
81,DT.AXA.PRVT.CD,"Principal arrears, private creditors (current US$)"
81,DT.AXF.DPPG.CD,Principal forgiven (current US$)
81,DT.AXR.DPPG.CD,Principal rescheduled (current US$)
81,DT.AXR.OFFT.CD,"Principal rescheduled, official (current US$)"
81,DT.AXR.PRVT.CD,"Principal rescheduled, private (current US$)"
81,DT.COM.BLAT.CD,"Commitments, bilateral creditors (COM, current US$)"
81,DT.COM.DPPG.CD,"Commitments, public and publicly guaranteed (COM, current US$)"
81,DT.COM.MIBR.CD,"Commitments, IBRD (COM, current US$)"
81,DT.COM.MIDA.CD,"Commitments, IDA (COM, current US$)"
81,DT.COM.MLAT.CD,"Commitments, multilateral creditors (COM, current US$)"
81,DT.COM.OFFT.CD,"Commitments, official creditors (COM, current US$)"
81,DT.COM.PRVT.CD,"Commitments, private creditors (COM, current US$)"
81,DT.CUR.DMAK.ZS,"Currency composition of PPG debt, Deutsche mark (%)"
81,DT.CUR.EURO.ZS,"Currency composition of PPG debt, Euro (%)"
81,DT.CUR.FFRC.ZS,"Currency composition of PPG debt, French franc (%)"
81,DT.CUR.JYEN.ZS,"Currency composition of PPG debt, Japanese yen (%)"
81,DT.CUR.MULC.ZS,"Currency composition of PPG debt, Multiple currencies (%)"
81,DT.CUR.OTHC.ZS,"Currency composition of PPG debt, all other currencies (%)"
81,DT.CUR.SDRW.ZS,"Currency composition of PPG debt, SDR (%)"
81,DT.CUR.SWFR.ZS,"Currency composition of PPG debt, Swiss franc (%)"
81,DT.CUR.UKPS.ZS,"Currency composition of PPG debt, Pound sterling (%)"
81,DT.CUR.USDL.ZS,"Currency composition of PPG debt, U.S. dollars (%)"
81,DT.DFR.DPPG.CD,Debt forgiveness or reduction (current US$)
81,DT.DIS.BLAT.CD,"PPG, bilateral (DIS, current US$)"
81,DT.DIS.BLAT.GG.CD,"GG, bilateral (DIS, current US$)"
81,DT.DIS.BLAT.OPS.CD,"OPS, bilateral (DIS, current US$)"
81,DT.DIS.BLAT.PRVG.CD,"PRVG, bilateral (DIS, current US$)"
81,DT.DIS.BLAT.PS.CD,"PS, bilateral (DIS, current US$)"
81,DT.DIS.BLTC.CD,"PPG, bilateral concessional (DIS, current US$)"
81,DT.DIS.BLTC.GG.CD,"GG, bilateral concessional (DIS, current US$)"
81,DT.DIS.BLTC.OPS.CD,"OPS, bilateral concessional (DIS, current US$)"
81,DT.DIS.BLTC.PRVG.CD,"PRVG, bilateral concessional (DIS, current US$)"
81,DT.DIS.BLTC.PS.CD,"PS, bilateral concessional (DIS, current US$)"
81,DT.DIS.DEGG.CD,"Disbursements on external debt, general government sector (PPG) (DIS, current US$)"
81,DT.DIS.DEPS.CD,"Disbursements on external debt, public sector (PPG) (DIS, current US$)"
81,DT.DIS.DIMF.CD,"IMF purchases (DIS, current US$)"
81,DT.DIS.DLTF.CD,"Disbursements on external debt, long-term + IMF (DIS, current US$)"
81,DT.DIS.DLXF.CD,"Disbursements on external debt, long-term (DIS, current US$)"
81,DT.DIS.DOPS.CD,"Disbursements on external debt, other public sector (PPG) (DIS, current US$)"
81,DT.DIS.DPNG.CD,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)"
81,DT.DIS.DPPG.CD,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)"
81,DT.DIS.IDAG.CD,IDA grants (current US$)
81,DT.DIS.MIBR.CD,"PPG, IBRD (DIS, current US$)"
81,DT.DIS.MIDA.CD,"PPG, IDA (DIS, current US$)"
81,DT.DIS.MLAT.CD,"PPG, multilateral (DIS, current US$)"
81,DT.DIS.MLAT.GG.CD,"GG, multilateral (DIS, current US$)"
81,DT.DIS.MLAT.OPS.CD,"OPS, multilateral (DIS, current US$)"
81,DT.DIS.MLAT.PRVG.CD,"PRVG, multilateral (DIS, current US$)"
81,DT.DIS.MLAT.PS.CD,"PS, multilateral (DIS, current US$)"
81,DT.DIS.MLTC.CD,"PPG, multilateral concessional (DIS, current US$)"
81,DT.DIS.MLTC.GG.CD,"GG, multilateral concessional (DIS, current US$)"
81,DT.DIS.MLTC.OPS.CD,"OPS, multilateral concessional (DIS, current US$)"
81,DT.DIS.MLTC.PRVG.CD,"PRVG, multilateral concessional (DIS, current US$)"
81,DT.DIS.MLTC.PS.CD,"PS, multilateral concessional (DIS, current US$)"
81,DT.DIS.OFFT.CD,"PPG, official creditors (DIS, current US$)"
